0,1,2,3,4,5,6,7,8,9,10,11
0.4293844144478733,0.4293844144478733,0.4293844144478733,0.4293844144478733,9.287656367668022e-35,-7.728179665866445e-35,-9.553273391477148e-35,1.183305254638754e-34,-1.8049992166781819e-34,-1.6272363323262858e-34,-1.575496232242471e-34,-2.1691384925137964e-35
1.000000009869849,1.000000009869849,1.000000009869849,1.000000009869849,2.7718934187842513e-16,-1.2165648677080176e-15,-2.771893418784262e-16,1.2165648677080166e-15,-1.3188563115954708e-15,-4.977182421897786e-16,1.3188563115915373e-15,4.977182421858412e-16
1.0000000098640467,1.0000000098640467,1.0000000098640467,1.0000000098640467,-4.051411655060719e-17,3.948383585797163e-17,4.051411655060809e-17,-3.948383585797184e-17,-7.056216132269444e-18,-3.049548870719834e-17,7.056216132532916e-18,3.049548870746048e-17
1.000000009857899,1.000000009857899,1.000000009857899,1.000000009857899,-4.266199678905853e-17,-4.811790304032697e-17,4.2661996789058144e-17,4.8117903040327185e-17,-1.110361005550178e-16,-9.170441465625286e-17,1.110361005550164e-16,9.17044146562511e-17
1.0000000098513782,1.0000000098513782,1.0000000098513782,1.0000000098513782,-6.369266169046371e-17,-4.269341312586271e-17,6.369266169046417e-17,4.2693413125862174e-17,-1.0974133148022193e-16,-1.1183723619591263e-16,1.0974133148028794e-16,1.1183723619597803e-16
1.000000009844455,1.000000009844455,1.000000009844455,1.000000009844455,-7.942243705963514e-17,-4.072172891319908e-17,7.942243705963531e-17,4.072172891319992e-17,-1.1925235152167449e-16,-1.300423282285387e-16,1.1925235152180928e-16,1.300423282286725e-16
1.0000000098370967,1.0000000098370967,1.0000000098370967,1.0000000098370967,-8.887885598434883e-17,-3.2702788232678075e-17,8.887885598434872e-17,3.2702788232677884e-17,-1.3629859570798457e-16,-1.4002999730255505e-16,1.362985957082091e-16,1.4002999730277948e-16
1.0000000098292665,1.0000000098292665,1.0000000098292665,1.0000000098292665,-9.841505621904755e-17,-2.5103764465780148e-17,9.841505621904838e-17,2.510376446577893e-17,-1.536718480230382e-16,-1.500674528763468e-16,1.536718480231709e-16,1.500674528764781e-16
1.0000000098209247,1.0000000098209247,1.0000000098209247,1.0000000098209247,-1.1723313459092482e-16,-2.046246733139362e-17,1.1723313459092465e-16,2.0462467331394438e-17,-1.6594296765759764e-16,-1.7031511143953516e-16,1.6594296765763696e-16,1.7031511143957298e-16
1.000000009812027,1.000000009812027,1.000000009812027,1.000000009812027,-1.408991357291111e-16,-2.1504493002458938e-17,1.408991357291118e-16,2.150449300245903e-17,-1.7094709240590916e-16,-1.974915449803161e-16,1.709470924058375e-16,1.9749154498024455e-16
1.000000009802524,1.000000009802524,1.000000009802524,1.000000009802524,-1.553446439544608e-16,-2.1306101983457297e-17,1.5534464395446195e-16,2.130610198345674e-17,-1.8060163741519372e-16,-2.1451372011265176e-16,1.806016374152371e-16,2.145137201126916e-16
1.000000009792361,1.000000009792361,1.000000009792361,1.000000009792361,-1.6715961766456098e-16,-1.928420056476656e-17,1.6715961766456265e-16,1.9284200564766616e-17,-1.9373932908676111e-16,-2.279726414294744e-16,1.937393290869311e-16,2.279726414296424e-16
1.0000000097814767,1.0000000097814767,1.0000000097814767,1.0000000097814767,-1.8948165808113467e-16,-2.190344832613824e-17,1.8948165808113497e-16,2.1903448326138168e-17,-1.9846210877397707e-16,-2.5439034644552604e-16,1.9846210877438158e-16,2.5439034644592895e-16
1.000000009769803,1.000000009769803,1.000000009769803,1.000000009769803,-2.1471878982455109e-16,-2.779803744363694e-17,2.14718789824553e-16,2.779803744363715e-17,-1.989276088062245e-16,-2.8527478879974697e-16,1.9892760880692284e-16,2.852747888004423e-16
1.0000000097572634,1.0000000097572634,1.0000000097572634,1.0000000097572634,-2.3842913318351e-16,-3.335699334063799e-17,2.384291331835115e-16,3.335699334063662e-17,-1.9978705056407694e-16,-3.1513531470137127e-16,1.9978705056520573e-16,3.151353147024966e-16
1.0000000097437718,1.0000000097437718,1.0000000097437718,1.0000000097437718,-2.552367348833967e-16,-3.382709424390406e-17,2.5523673488339825e-16,3.3827094243905214e-17,-2.084801466254968e-16,-3.360212125077078e-16,2.0848014662716708e-16,3.3602121250937513e-16
1.0000000097292312,1.0000000097292312,1.0000000097292312,1.0000000097292312,-2.617691072884805e-16,-3.1071321010253105e-17,2.617691072884827e-16,3.1071321010252353e-17,-2.2580938394255915e-16,-3.4414484175156977e-16,2.258093839444959e-16,3.441448417535038e-16
1.0000000097135322,1.0000000097135322,1.0000000097135322,1.0000000097135322,-2.750870050766759e-16,-2.966404196891242e-17,2.750870050766788e-16,2.9664041968911756e-17,-2.387387084750356e-16,-3.6040279068699144e-16,2.3873870847742094e-16,3.6040279068937203e-16
1.000000009696551,1.000000009696551,1.000000009696551,1.000000009696551,-2.951623622642332e-16,-2.9925857839764944e-17,2.951623622642355e-16,2.992585783976554e-17,-2.463961267340014e-16,-3.8504131009700356e-16,2.4639612673764214e-16,3.850413101006394e-16
1.0000000096781456,1.0000000096781456,1.0000000096781456,1.0000000096781456,-3.088110508958764e-16,-3.1702829904964175e-17,3.0881105089587905e-16,3.170282990496271e-17,-2.5544043067848564e-16,-4.0335421398737265e-16,2.5544043068379354e-16,4.0335421399267823e-16
1.0000000096581552,1.0000000096581552,1.0000000096581552,1.0000000096581552,-3.137033011515377e-16,-3.356724312955636e-17,3.1370330115154133e-16,3.3567243129555936e-17,-2.693424994466811e-16,-4.1152489974147883e-16,2.69342499453447e-16,4.115248997482371e-16
